dish_name,price,restaurant_id
Snack Bundle,11.41,4-C8ATNZLCVXTGR6
Bottled Drink,8.41,4-C8ATNZLCVXTGR6
Fresh Orange Juice,11.85,4-C8ATNZLCVXTGR6
Iced Chrysanthemum Tea,13.73,4-C8ATNZLCVXTGR6
Soda Float,13.87,4-C8ATNZLCVXTGR6
Draft Beer (Set 2),8.12,4-C8ATNZLCVXTGR6
Snack Bundle,13.15,4-C7CDNZDXKEBJPE
Tau Huay,8.7,4-C7CDNZDXKEBJPE
Vanilla Bean Ice Cream,7.29,4-C7CDNZDXKEBJPE
Matcha Ice Cream,9.08,4-C7CDNZDXKEBJPE
Chocolate Sundae,14.15,4-C7CDNZDXKEBJPE
Mango Sticky Rice,11.32,4-C7CDNZDXKEBJPE
Instant Noodles Pack,12.23,4-C7CDNZDXKEBJPE
Bottled Drink,8.19,4-C7CDNZDXKEBJPE
Ice Kacang,10.14,4-C7CDNZDXKEBJPE
Chendol,14.13,4-C7CDNZDXKEBJPE
Onigiri Rice Ball,13.86,4-C6DGTUX1UELWJ2
Ready-to-eat Meal Box,8.07,4-C6DGTUX1UELWJ2
Vanilla Bean Ice Cream,11.01,4-C6DGTUX1UELWJ2
Matcha Ice Cream,7.72,4-C6DGTUX1UELWJ2
Chocolate Sundae,9.91,4-C6DGTUX1UELWJ2
Instant Noodles Pack,7.08,4-C6DGTUX1UELWJ2
Snack Bundle,8.91,4-C6DGTUX1UELWJ2
Bottled Drink,14.71,4-C6DGTUX1UELWJ2
Instant Noodles Pack (Set 2),14.85,4-C6DGTUX1UELWJ2
Bottled Drink (Set 2),12.47,4-C6DGTUX1UELWJ2
Crispy Chicken Burger,8.7,SGDD01157
Mushroom Soup,4.2,SGDD01157
Classic Cheeseburger,7.81,SGDD01157
Roast Lamb Rack,5.16,SGDD01157
Beef Steak,5.32,SGDD01157
Popcorn Chicken,5.17,SGDD01157
Sesame Chicken,7.34,SGDD01157
Korean Fried Chicken,6.59,SGDD01157
BBQ Bacon Burger,7.96,SGDD01157
Spicy Fried Chicken,5.94,SGDD01157
Chicken Burrito,8.17,4-C2DHGTNWEPDHAJ
Beef Tacos,5.32,4-C2DHGTNWEPDHAJ
Nachos Supreme,6.72,4-C2DHGTNWEPDHAJ
Quesadilla,4.87,4-C2DHGTNWEPDHAJ
Quesadilla (Set 2),7.27,4-C2DHGTNWEPDHAJ
Chef's Special Combo,5.83,4-C2DHGTNWEPDHAJ
Chef's Special Combo (Set 2),7.27,4-C2DHGTNWEPDHAJ
Beef Tacos (Set 2),8.18,4-C2DHGTNWEPDHAJ
House Signature Dish,6.58,4-C2DHGTNWEPDHAJ
Chicken Burrito (Set 2),5.88,4-C2DHGTNWEPDHAJ
Caesar Salad,11.01,4-CY4YHE4AMFTWJE
Honey Glazed Wings,8.11,4-CY4YHE4AMFTWJE
Original Fried Chicken,8.32,4-CY4YHE4AMFTWJE
Roast Lamb Rack,7.62,4-CY4YHE4AMFTWJE
Popcorn Chicken,12.15,4-CY4YHE4AMFTWJE
Beef Steak,8.69,4-CY4YHE4AMFTWJE
Korean Fried Chicken,8.5,4-CY4YHE4AMFTWJE
Mushroom Soup,9.9,4-CY4YHE4AMFTWJE
Spicy Fried Chicken,12.74,4-CY4YHE4AMFTWJE
Grilled Chicken Chop,7.95,4-CY4YHE4AMFTWJE
Nasi Lemak,10.85,4-C4LHN7N2KEDFFE
Char Kway Teow,10.83,4-C4LHN7N2KEDFFE
Roti Canai,8.69,4-C4LHN7N2KEDFFE
Satay Skewers,8.29,4-C4LHN7N2KEDFFE
Nasi Lemak with Fried Chicken,13.67,4-C4LHN7N2KEDFFE
Nasi Lemak with Sambal Sotong,7.18,4-C4LHN7N2KEDFFE
Today's Recommendation,7.35,4-C4LHN7N2KEDFFE
Roti Canai (Set 2),11.59,4-C4LHN7N2KEDFFE
Char Kway Teow (Set 2),8.29,4-C4LHN7N2KEDFFE
House Signature Dish,12.04,4-C4LHN7N2KEDFFE
Classic Milk Tea,6.58,SGDD00644
Brown Sugar Boba Milk Tea,6.03,SGDD00644
Taro Milk Tea,8.85,SGDD00644
Chef's Special Combo,7.19,SGDD00644
Classic Milk Tea (Set 2),8.39,SGDD00644
House Signature Dish,7.64,SGDD00644
Chef's Special Combo (Set 2),8.11,SGDD00644
House Signature Dish (Set 2),8.74,SGDD00644
Daily Special Set,5.08,SGDD00644
House Signature Dish (Set 2),7.03,SGDD00644
Fresh Orange Juice,11.81,4-C72HABD1CKVVNE
Iced Chrysanthemum Tea,13.36,4-C72HABD1CKVVNE
Soda Float,13.56,4-C72HABD1CKVVNE
Today's Recommendation,8.46,4-C72HABD1CKVVNE
Soda Float (Set 2),12.28,4-C72HABD1CKVVNE
Today's Recommendation (Set 2),9.12,4-C72HABD1CKVVNE
House Signature Dish,12.79,4-C72HABD1CKVVNE
House Signature Dish (Set 2),9.74,4-C72HABD1CKVVNE
Soda Float (Set 2),10.63,4-C72HABD1CKVVNE
Today's Recommendation (Set 2),11.72,4-C72HABD1CKVVNE
Pepperoni Pizza,13.61,4-C7WAKBTFBGKZCN
Bolognese Spaghetti,11.84,4-C7WAKBTFBGKZCN
Ice Kacang,8.42,4-C7WAKBTFBGKZCN
Beef Steak,14.21,4-C7WAKBTFBGKZCN
Fish & Chips,11.8,4-C7WAKBTFBGKZCN
Grilled Chicken Chop,14.02,4-C7WAKBTFBGKZCN
Caesar Salad,11.25,4-C7WAKBTFBGKZCN
Hawaiian Pizza,13.02,4-C7WAKBTFBGKZCN
Carbonara,7.75,4-C7WAKBTFBGKZCN
Margherita Pizza,12.28,4-C7WAKBTFBGKZCN
Popcorn Chicken,8.84,SGDD09105
Honey Glazed Wings,13.42,SGDD09105
Grilled Chicken Chop,13.32,SGDD09105
Original Fried Chicken,10.05,SGDD09105
Mushroom Soup,11.71,SGDD09105
Caesar Salad,12.93,SGDD09105
Beef Steak,13.09,SGDD09105
Korean Fried Chicken,12.57,SGDD09105
Spicy Fried Chicken,7.78,SGDD09105
Fish & Chips,8.07,SGDD09105
Nasi Padang,13.13,4-C6U1C8JWGPATWA
Beef Rendang,14.28,4-C6U1C8JWGPATWA
Gado Gado,7.67,4-C6U1C8JWGPATWA
Sate Ayam,11.79,4-C6U1C8JWGPATWA
Original Fried Chicken,11.35,4-C6U1C8JWGPATWA
Spicy Fried Chicken,9.06,4-C6U1C8JWGPATWA
Honey Glazed Wings,7.04,4-C6U1C8JWGPATWA
Popcorn Chicken,12.95,4-C6U1C8JWGPATWA
Korean Fried Chicken,7.06,4-C6U1C8JWGPATWA
Sate Ayam (Set 2),11.18,4-C6U1C8JWGPATWA
Popiah,10.41,4-C7XZRREURE6CAE
Chicken Burrito,11.68,4-C7XZRREURE6CAE
Quinoa Salad,9.09,4-C7XZRREURE6CAE
Caesar Salad,11.29,4-C7XZRREURE6CAE
Beef Tacos,11.52,4-C7XZRREURE6CAE
Nachos Supreme,11.9,4-C7XZRREURE6CAE
Quesadilla,14.93,4-C7XZRREURE6CAE
Curry Puff,10.18,4-C7XZRREURE6CAE
Spring Rolls,8.63,4-C7XZRREURE6CAE
Greek Salad,11.42,4-C7XZRREURE6CAE
Kimchi Jjigae,9.96,4-C7A3LJDVJGNCEJ
Tteokbokki,11.44,4-C7A3LJDVJGNCEJ
Bulgogi Beef,9.03,4-C7A3LJDVJGNCEJ
Korean Fried Chicken,9.45,4-C7A3LJDVJGNCEJ
Beef Bibimbap,9.75,4-C7A3LJDVJGNCEJ
Vegetable Bibimbap,12.64,4-C7A3LJDVJGNCEJ
Spicy Bibimbap,12.89,4-C7A3LJDVJGNCEJ
Beef Bibimbap (Set 2),13.84,4-C7A3LJDVJGNCEJ
Korean Fried Chicken (Set 2),12.27,4-C7A3LJDVJGNCEJ
Daily Special Set,12.98,4-C7A3LJDVJGNCEJ
Honey Glazed Wings,10.11,SGDD01903
Katong Laksa,12.09,SGDD01903
Nasi Lemak with Sambal Sotong,13.43,SGDD01903
Korean Fried Chicken,13.59,SGDD01903
Prawn Laksa,10.77,SGDD01903
Curry Laksa,11.8,SGDD01903
Popcorn Chicken,7.71,SGDD01903
Original Fried Chicken,9.1,SGDD01903
Nasi Lemak with Fried Chicken,9.97,SGDD01903
Spicy Fried Chicken,11.87,SGDD01903
Spicy Fried Chicken,10.95,4-C7UFAEW2DEMWSA
Popcorn Chicken,7.09,4-C7UFAEW2DEMWSA
Classic Cheeseburger,13.8,4-C7UFAEW2DEMWSA
Mushroom Swiss Burger,14.45,4-C7UFAEW2DEMWSA
BBQ Bacon Burger,11.15,4-C7UFAEW2DEMWSA
Crispy Chicken Burger,8.56,4-C7UFAEW2DEMWSA
Mushroom Soup,13.27,4-C7UFAEW2DEMWSA
Grilled Chicken Chop,11.08,4-C7UFAEW2DEMWSA
Beef Steak,12.59,4-C7UFAEW2DEMWSA
Roast Lamb Rack,11.92,4-C7UFAEW2DEMWSA
Braised Pork Belly,12.36,4-C7DHVTBYT4EAUA
Mapo Tofu,10.24,4-C7DHVTBYT4EAUA
Yang Zhou Fried Rice,8.6,4-C7DHVTBYT4EAUA
Stir-fried Kailan,7.12,4-C7DHVTBYT4EAUA
Salted Egg Prawns,12.63,4-C7DHVTBYT4EAUA
Sweet & Sour Pork,14.35,4-C7DHVTBYT4EAUA
Char Siew Rice,11.4,4-C7DHVTBYT4EAUA
Steamed Fish with Ginger,12.81,4-C7DHVTBYT4EAUA
Kung Pao Chicken,11.47,4-C7DHVTBYT4EAUA
Hot & Sour Soup,11.66,4-C7DHVTBYT4EAUA
Roast Lamb Rack,9.09,4-CZDUT8BVNPVVAN
Bolognese Spaghetti,10.26,4-CZDUT8BVNPVVAN
Mushroom Soup,7.85,4-CZDUT8BVNPVVAN
Caesar Salad,7.58,4-CZDUT8BVNPVVAN
Popcorn Chicken,9.35,4-CZDUT8BVNPVVAN
Carbonara,14.58,4-CZDUT8BVNPVVAN
Spicy Fried Chicken,13.42,4-CZDUT8BVNPVVAN
Original Fried Chicken,14.65,4-CZDUT8BVNPVVAN
Aglio Olio,14.01,4-CZDUT8BVNPVVAN
Grilled Chicken Chop,13.51,4-CZDUT8BVNPVVAN
Kimchi Jjigae,14.69,4-C6CWVYWURN5XJ6
Tteokbokki,10.67,4-C6CWVYWURN5XJ6
Bulgogi Beef,10.69,4-C6CWVYWURN5XJ6
Korean Fried Chicken,11.69,4-C6CWVYWURN5XJ6
Kimchi Jjigae (Set 2),7.22,4-C6CWVYWURN5XJ6
Korean Fried Chicken (Set 2),7.93,4-C6CWVYWURN5XJ6
Bulgogi Beef (Set 2),7.54,4-C6CWVYWURN5XJ6
Korean Fried Chicken (Set 2),12.07,4-C6CWVYWURN5XJ6
Today's Recommendation,14.95,4-C6CWVYWURN5XJ6
Tteokbokki (Set 2),12.42,4-C6CWVYWURN5XJ6
Hot & Sour Soup,7.74,4-C7BUNFXDACAWWA
Har Gow Prawn Dumplings,12.39,4-C7BUNFXDACAWWA
Egg Tarts,13.57,4-C7BUNFXDACAWWA
Siew Mai Pork Dumplings,7.61,4-C7BUNFXDACAWWA
Braised Pork Belly,14.45,4-C7BUNFXDACAWWA
Lo Mai Gai,10.81,4-C7BUNFXDACAWWA
Custard Buns,9.83,4-C7BUNFXDACAWWA
Steamed Fish with Ginger,14.15,4-C7BUNFXDACAWWA
Yang Zhou Fried Rice,9.15,4-C7BUNFXDACAWWA
Char Siew Bao,14.58,4-C7BUNFXDACAWWA
Tom Yum Soup,12.88,SGDD00985
Green Curry Chicken,13.98,SGDD00985
Mango Sticky Rice,8.65,SGDD00985
Pad Thai Chicken,8.62,SGDD00985
Pad Thai Prawn,9.0,SGDD00985
Vegetarian Pad Thai,11.95,SGDD00985
Today's Recommendation,8.25,SGDD00985
Pad Thai Chicken (Set 2),7.85,SGDD00985
Today's Recommendation (Set 2),14.36,SGDD00985
Today's Recommendation (Set 2),12.41,SGDD00985
Egg Fried Rice,10.94,4-C4CTAB6WFAXCJA
Hot & Sour Soup,14.88,4-C4CTAB6WFAXCJA
Salted Egg Prawns,14.18,4-C4CTAB6WFAXCJA
Braised Pork Belly,13.95,4-C4CTAB6WFAXCJA
Stir-fried Kailan,10.93,4-C4CTAB6WFAXCJA
Kimchi Fried Rice,14.88,4-C4CTAB6WFAXCJA
Char Siew Rice,14.33,4-C4CTAB6WFAXCJA
Yang Zhou Fried Rice,9.24,4-C4CTAB6WFAXCJA
Kung Pao Chicken,8.78,4-C4CTAB6WFAXCJA
Steamed Fish with Ginger,11.61,4-C4CTAB6WFAXCJA
Curry Puff,8.0,4-CYWYVGCJTJVHTX
Popiah,6.39,4-CYWYVGCJTJVHTX
Spring Rolls,6.7,4-CYWYVGCJTJVHTX
Original Fried Chicken,6.51,4-CYWYVGCJTJVHTX
Spicy Fried Chicken,5.97,4-CYWYVGCJTJVHTX
Honey Glazed Wings,7.43,4-CYWYVGCJTJVHTX
Popcorn Chicken,4.87,4-CYWYVGCJTJVHTX
Korean Fried Chicken,8.88,4-CYWYVGCJTJVHTX
Chef's Special Combo,7.49,4-CYWYVGCJTJVHTX
Spicy Fried Chicken (Set 2),6.3,4-CYWYVGCJTJVHTX
Nasi Padang,7.07,4-C6NCNJLDT6CHNJ
Beef Rendang,12.39,4-C6NCNJLDT6CHNJ
Gado Gado,10.04,4-C6NCNJLDT6CHNJ
Sate Ayam,7.81,4-C6NCNJLDT6CHNJ
Original Fried Chicken,9.89,4-C6NCNJLDT6CHNJ
Spicy Fried Chicken,13.89,4-C6NCNJLDT6CHNJ
Honey Glazed Wings,8.5,4-C6NCNJLDT6CHNJ
Popcorn Chicken,9.1,4-C6NCNJLDT6CHNJ
Korean Fried Chicken,9.16,4-C6NCNJLDT6CHNJ
Popcorn Chicken (Set 2),14.67,4-C6NCNJLDT6CHNJ
Nasi Padang,10.39,SGDD07091
Beef Rendang,10.35,SGDD07091
Gado Gado,13.02,SGDD07091
Sate Ayam,9.92,SGDD07091
Nasi Lemak with Fried Chicken,10.2,SGDD07091
Nasi Lemak with Sambal Sotong,10.61,SGDD07091
Beef Rendang (Set 2),11.57,SGDD07091
Beef Rendang (Set 2),14.83,SGDD07091
Daily Special Set,12.49,SGDD07091
Sate Ayam (Set 2),13.51,SGDD07091
Grilled Cheese Sandwich,8.03,4-CZEHKFBWSEUHL6
Classic Cheeseburger,4.88,4-CZEHKFBWSEUHL6
Tempura Udon,6.5,4-CZEHKFBWSEUHL6
BBQ Bacon Burger,8.98,4-CZEHKFBWSEUHL6
Crispy Chicken Burger,8.25,4-CZEHKFBWSEUHL6
Club Sandwich,6.59,4-CZEHKFBWSEUHL6
California Roll,7.6,4-CZEHKFBWSEUHL6
Mushroom Swiss Burger,7.93,4-CZEHKFBWSEUHL6
Double Beef Burger,5.5,4-CZEHKFBWSEUHL6
Egg Mayo Sandwich,6.81,4-CZEHKFBWSEUHL6
Sweet & Sour Pork,10.6,4-C3XBNKWHTUNYVJ
Chili Crab,9.68,4-C3XBNKWHTUNYVJ
Yang Zhou Fried Rice,9.89,4-C3XBNKWHTUNYVJ
Roasted Chicken Rice,11.48,4-C3XBNKWHTUNYVJ
Kung Pao Chicken,14.45,4-C3XBNKWHTUNYVJ
Braised Pork Belly,9.06,4-C3XBNKWHTUNYVJ
Egg Fried Rice,7.16,4-C3XBNKWHTUNYVJ
Steamed Fish with Ginger,7.97,4-C3XBNKWHTUNYVJ
Hot & Sour Soup,13.94,4-C3XBNKWHTUNYVJ
Kimchi Fried Rice,14.7,4-C3XBNKWHTUNYVJ
Tempura Udon,7.87,4-CZEHKFBWSEUHL6
Club Sandwich,6.23,4-CZEHKFBWSEUHL6
Grilled Cheese Sandwich,4.39,4-CZEHKFBWSEUHL6
BBQ Bacon Burger,7.07,4-CZEHKFBWSEUHL6
Chicken Katsu,6.32,4-CZEHKFBWSEUHL6
Classic Cheeseburger,8.78,4-CZEHKFBWSEUHL6
Egg Mayo Sandwich,8.34,4-CZEHKFBWSEUHL6
Crispy Chicken Burger,7.2,4-CZEHKFBWSEUHL6
Mushroom Swiss Burger,8.64,4-CZEHKFBWSEUHL6
Tuna Sandwich,6.11,4-CZEHKFBWSEUHL6
Chili Crab,11.84,4-C3XBNKWHTUNYVJ
Kung Pao Chicken,10.16,4-C3XBNKWHTUNYVJ
Seafood Fried Rice,14.1,4-C3XBNKWHTUNYVJ
Egg Fried Rice,13.25,4-C3XBNKWHTUNYVJ
Mapo Tofu,14.51,4-C3XBNKWHTUNYVJ
Yang Zhou Fried Rice,12.98,4-C3XBNKWHTUNYVJ
Grilled Prawns,11.17,4-C3XBNKWHTUNYVJ
Roasted Chicken Rice,10.6,4-C3XBNKWHTUNYVJ
Steamed Fish with Ginger,8.34,4-C3XBNKWHTUNYVJ
Salted Egg Prawns,13.83,4-C3XBNKWHTUNYVJ
Chef's Special Combo,10.18,4-C2UBVBVKRTV2ME
House Signature Dish,7.76,4-C2UBVBVKRTV2ME
Daily Special Set,14.49,4-C2UBVBVKRTV2ME
Today's Recommendation,10.79,4-C2UBVBVKRTV2ME
Daily Special Set (Set 2),7.43,4-C2UBVBVKRTV2ME
Today's Recommendation (Set 2),13.17,4-C2UBVBVKRTV2ME
Chef's Special Combo (Set 2),11.19,4-C2UBVBVKRTV2ME
House Signature Dish (Set 2),14.97,4-C2UBVBVKRTV2ME
Today's Recommendation (Set 2),7.83,4-C2UBVBVKRTV2ME
Daily Special Set (Set 2),11.94,4-C2UBVBVKRTV2ME
Classic Milk Tea,9.27,4-CY6TTYNEG2T2TN
Brown Sugar Boba Milk Tea,12.01,4-CY6TTYNEG2T2TN
Taro Milk Tea,8.05,4-CY6TTYNEG2T2TN
Chef's Special Combo,13.71,4-CY6TTYNEG2T2TN
Brown Sugar Boba Milk Tea (Set 2),7.23,4-CY6TTYNEG2T2TN
Today's Recommendation,12.31,4-CY6TTYNEG2T2TN
Daily Special Set,13.88,4-CY6TTYNEG2T2TN
House Signature Dish,9.6,4-CY6TTYNEG2T2TN
House Signature Dish (Set 2),10.81,4-CY6TTYNEG2T2TN
Brown Sugar Boba Milk Tea (Set 2),14.8,4-CY6TTYNEG2T2TN
Grilled Chicken Chop,14.48,4-C4LGTJ4KWEKXA6
Fish & Chips,11.39,4-C4LGTJ4KWEKXA6
Beef Steak,8.08,4-C4LGTJ4KWEKXA6
Caesar Salad,14.59,4-C4LGTJ4KWEKXA6
Mushroom Soup,11.31,4-C4LGTJ4KWEKXA6
Roast Lamb Rack,11.73,4-C4LGTJ4KWEKXA6
Chili Crab,10.65,4-C4LGTJ4KWEKXA6
Grilled Prawns,12.99,4-C4LGTJ4KWEKXA6
Salt & Pepper Squid,14.02,4-C4LGTJ4KWEKXA6
Mushroom Soup (Set 2),10.48,4-C4LGTJ4KWEKXA6
Hokkien Mee,9.46,4-C73AVK4CDEAXEJ
Rendang,10.3,4-C73AVK4CDEAXEJ
Stir-fried Kailan,8.25,4-C73AVK4CDEAXEJ
Steamed Fish with Ginger,7.08,4-C73AVK4CDEAXEJ
Mapo Tofu,11.19,4-C73AVK4CDEAXEJ
Hot & Sour Soup,13.07,4-C73AVK4CDEAXEJ
Salted Egg Prawns,8.09,4-C73AVK4CDEAXEJ
Sweet & Sour Pork,9.29,4-C73AVK4CDEAXEJ
Braised Pork Belly,11.28,4-C73AVK4CDEAXEJ
Yang Zhou Fried Rice,12.5,4-C73AVK4CDEAXEJ
Instant Noodles Pack,13.38,4-C7BTR6E2GT4WNE
Snack Bundle,11.78,4-C7BTR6E2GT4WNE
Bottled Drink,13.37,4-C7BTR6E2GT4WNE
Today's Recommendation,11.39,4-C7BTR6E2GT4WNE
Bottled Drink (Set 2),8.51,4-C7BTR6E2GT4WNE
Today's Recommendation (Set 2),14.06,4-C7BTR6E2GT4WNE
Daily Special Set,10.5,4-C7BTR6E2GT4WNE
Chef's Special Combo,9.0,4-C7BTR6E2GT4WNE
Bottled Drink (Set 2),12.72,4-C7BTR6E2GT4WNE
Today's Recommendation (Set 2),12.17,4-C7BTR6E2GT4WNE
Wonton Mee,12.19,4-CYWULTB2LAKXTT
Kaya Toast,11.26,4-CYWULTB2LAKXTT
French Toast,9.15,4-CYWULTB2LAKXTT
Green Curry Chicken,8.5,4-CYWULTB2LAKXTT
Dry Mee Pok,7.55,4-CYWULTB2LAKXTT
Cheese Toast,8.09,4-CYWULTB2LAKXTT
Braised Beef Noodles,7.88,4-CYWULTB2LAKXTT
Prawn Noodle Soup,10.64,4-CYWULTB2LAKXTT
Mango Sticky Rice,10.62,4-CYWULTB2LAKXTT
Dan Dan Noodles,12.6,4-CYWULTB2LAKXTT
Egg Mayo Sandwich,9.26,4-CZBVVLLULCBVKA
Flat White,8.0,4-CZBVVLLULCBVKA
Chocolate Fudge Cake,10.51,4-CZBVVLLULCBVKA
Grilled Chicken Chop,7.07,4-CZBVVLLULCBVKA
Beef Steak,7.72,4-CZBVVLLULCBVKA
Club Sandwich,7.12,4-CZBVVLLULCBVKA
Iced Latte,8.74,4-CZBVVLLULCBVKA
Cheesecake,10.36,4-CZBVVLLULCBVKA
Carrot Cake,13.29,4-CZBVVLLULCBVKA
Fish & Chips,10.99,4-CZBVVLLULCBVKA
Chef's Special Combo,7.45,4-C763EXAHV7KEL6
House Signature Dish,13.21,4-C763EXAHV7KEL6
Daily Special Set,7.57,4-C763EXAHV7KEL6
Today's Recommendation,10.76,4-C763EXAHV7KEL6
House Signature Dish (Set 2),8.54,4-C763EXAHV7KEL6
Today's Recommendation (Set 2),13.73,4-C763EXAHV7KEL6
Chef's Special Combo (Set 2),13.54,4-C763EXAHV7KEL6
House Signature Dish (Set 2),13.63,4-C763EXAHV7KEL6
House Signature Dish (Set 2),7.98,4-C763EXAHV7KEL6
Daily Special Set (Set 2),13.15,4-C763EXAHV7KEL6
Chef's Special Combo,10.69,4-CZB2CXEHV3NVAX
House Signature Dish,13.17,4-CZB2CXEHV3NVAX
Daily Special Set,11.17,4-CZB2CXEHV3NVAX
Today's Recommendation,14.86,4-CZB2CXEHV3NVAX
Today's Recommendation (Set 2),10.78,4-CZB2CXEHV3NVAX
Daily Special Set (Set 2),12.45,4-CZB2CXEHV3NVAX
Today's Recommendation (Set 2),9.5,4-CZB2CXEHV3NVAX
Today's Recommendation (Set 2),9.58,4-CZB2CXEHV3NVAX
Chef's Special Combo (Set 2),12.03,4-CZB2CXEHV3NVAX
Today's Recommendation (Set 2),7.34,4-CZB2CXEHV3NVAX
Yang Zhou Fried Rice,8.89,4-C3XALNUJGVC2C6
Steamed Fish with Ginger,10.47,4-C3XALNUJGVC2C6
Hot & Sour Soup,7.12,4-C3XALNUJGVC2C6
Herbal Chicken Soup,13.36,4-C3XALNUJGVC2C6
Chicken Cutlet,11.68,4-C3XALNUJGVC2C6
Sesame Chicken,10.17,4-C3XALNUJGVC2C6
Mapo Tofu,8.94,4-C3XALNUJGVC2C6
Braised Pork Belly,14.75,4-C3XALNUJGVC2C6
Sweet Corn Soup,11.65,4-C3XALNUJGVC2C6
Stir-fried Kailan,12.53,4-C3XALNUJGVC2C6
Har Gow Prawn Dumplings,8.24,4-C2TZNFCEDF6KAX
Siew Mai Pork Dumplings,13.17,4-C2TZNFCEDF6KAX
Char Siew Bao,8.99,4-C2TZNFCEDF6KAX
Egg Tarts,11.0,4-C2TZNFCEDF6KAX
Chee Cheong Fun,12.49,4-C2TZNFCEDF6KAX
Spring Rolls,9.71,4-C2TZNFCEDF6KAX
Lo Mai Gai,14.76,4-C2TZNFCEDF6KAX
Custard Buns,13.08,4-C2TZNFCEDF6KAX
Custard Buns (Set 2),7.48,4-C2TZNFCEDF6KAX
Spring Rolls (Set 2),9.84,4-C2TZNFCEDF6KAX
Mushroom Soup,13.44,4-C6EFWF3KGYUCV2
Aglio Olio,10.51,4-C6EFWF3KGYUCV2
Caesar Salad,8.54,4-C6EFWF3KGYUCV2
Truffle Mushroom Pasta,12.51,4-C6EFWF3KGYUCV2
Korean Fried Chicken,9.87,4-C6EFWF3KGYUCV2
Bolognese Spaghetti,8.08,4-C6EFWF3KGYUCV2
Roast Lamb Rack,14.19,4-C6EFWF3KGYUCV2
Crispy Chicken Burger,10.88,4-C6EFWF3KGYUCV2
BBQ Bacon Burger,10.5,4-C6EFWF3KGYUCV2
Honey Glazed Wings,9.36,4-C6EFWF3KGYUCV2
Dry Mee Pok,8.16,4-C3NBCNWHT7LDJA
Yang Zhou Fried Rice,8.57,4-C3NBCNWHT7LDJA
Salted Egg Prawns,6.77,4-C3NBCNWHT7LDJA
Kung Pao Chicken,4.34,4-C3NBCNWHT7LDJA
Stir-fried Kailan,4.78,4-C3NBCNWHT7LDJA
Mapo Tofu,5.48,4-C3NBCNWHT7LDJA
Wonton Mee,5.32,4-C3NBCNWHT7LDJA
Hot & Sour Soup,5.84,4-C3NBCNWHT7LDJA
Steamed Fish with Ginger,4.0,4-C3NBCNWHT7LDJA
Char Siew Rice,7.19,4-C3NBCNWHT7LDJA
Char Siew Rice,15.85,4-C3EBTEAVJP31CJ
Chicken Cutlet,23.25,4-C3EBTEAVJP31CJ
Kung Pao Chicken,24.49,4-C3EBTEAVJP31CJ
Braised Pork Belly,15.31,4-C3EBTEAVJP31CJ
Mapo Tofu,17.25,4-C3EBTEAVJP31CJ
Yang Zhou Fried Rice,19.15,4-C3EBTEAVJP31CJ
Grilled Chicken Thigh,17.83,4-C3EBTEAVJP31CJ
Stir-fried Kailan,14.44,4-C3EBTEAVJP31CJ
Salted Egg Prawns,22.88,4-C3EBTEAVJP31CJ
Hot & Sour Soup,13.66,4-C3EBTEAVJP31CJ
Steamed Fish with Ginger,12.13,4-C6LWE3DDPCL3L6
Mapo Tofu,10.11,4-C6LWE3DDPCL3L6
Sweet & Sour Pork,10.92,4-C6LWE3DDPCL3L6
Char Siew Rice,11.99,4-C6LWE3DDPCL3L6
Prawn Noodle Soup,11.72,4-C6LWE3DDPCL3L6
Hot & Sour Soup,7.39,4-C6LWE3DDPCL3L6
Yang Zhou Fried Rice,8.77,4-C6LWE3DDPCL3L6
Dan Dan Noodles,12.74,4-C6LWE3DDPCL3L6
Braised Pork Belly,7.1,4-C6LWE3DDPCL3L6
Salted Egg Prawns,14.37,4-C6LWE3DDPCL3L6
Hainanese Chicken Rice,6.79,SGDD01485
Roasted Chicken Rice,8.69,SGDD01485
Grilled Chicken Thigh,6.08,SGDD01485
Chicken Cutlet,5.85,SGDD01485
Sesame Chicken,7.54,SGDD01485
Chicken Cutlet (Set 2),8.12,SGDD01485
House Signature Dish,5.33,SGDD01485
Chicken Cutlet (Set 2),4.2,SGDD01485
Chef's Special Combo,4.35,SGDD01485
Roasted Chicken Rice (Set 2),5.52,SGDD01485
Caesar Salad,12.26,4-C4BGLUDACPUGCN
Crispy Chicken Burger,11.56,4-C4BGLUDACPUGCN
Fish & Chips,14.58,4-C4BGLUDACPUGCN
Grilled Chicken Thigh,11.47,4-C4BGLUDACPUGCN
Sesame Chicken,11.47,4-C4BGLUDACPUGCN
Chicken Cutlet,12.97,4-C4BGLUDACPUGCN
Classic Cheeseburger,13.13,4-C4BGLUDACPUGCN
BBQ Bacon Burger,11.61,4-C4BGLUDACPUGCN
Double Beef Burger,12.4,4-C4BGLUDACPUGCN
Mushroom Soup,12.62,4-C4BGLUDACPUGCN
Classic Cheeseburger,11.27,4-C64KLGAHR7EXVN
Fish & Chips,11.8,4-C64KLGAHR7EXVN
Beef Steak,14.47,4-C64KLGAHR7EXVN
Crispy Chicken Burger,14.22,4-C64KLGAHR7EXVN
Mushroom Soup,11.4,4-C64KLGAHR7EXVN
Caesar Salad,14.97,4-C64KLGAHR7EXVN
BBQ Bacon Burger,13.76,4-C64KLGAHR7EXVN
Double Beef Burger,10.3,4-C64KLGAHR7EXVN
Roast Lamb Rack,12.07,4-C64KLGAHR7EXVN
